annotation_task_hostis_Annie_metadata.xlsx	1	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	2	Raoul	de Caen	Gesta Tancredi in expeditione Hierosolymitana	Q266447
annotation_task_hostis_Annie_metadata.xlsx	3	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	4	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	5	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	6	Statius	Publius Papinius	Achilleida	Q243203
annotation_task_hostis_Annie_metadata.xlsx	7	Bernardus:	Sanctus	Jubilus	Q188411
annotation_task_hostis_Annie_metadata.xlsx	8	Corippus		Iohannis	Q266239
annotation_task_hostis_Annie_metadata.xlsx	9	Alcimus	Auitus	poematum libri	Q225201
annotation_task_hostis_Annie_metadata.xlsx	10	Sidonius	Apollinaris	carmina	Q302936
annotation_task_hostis_Annie_metadata.xlsx	11	Corippus		Iohannis	Q266239
annotation_task_hostis_Annie_metadata.xlsx	12	Venantius	Fortunatus	uita Martini	Q44934
annotation_task_hostis_Annie_metadata.xlsx	13	Sidonius	Apollinaris	carmina	Q302936
annotation_task_hostis_Annie_metadata.xlsx	14	Prosper	Aquitanus	in obtrectatorem Augustini	Q454652
annotation_task_hostis_Annie_metadata.xlsx	15	Claudianus		carmina minora	Q205947
annotation_task_hostis_Annie_metadata.xlsx	16	May	Thomas	Supplementum Pharsaliae	None
annotation_task_hostis_Annie_metadata.xlsx	17	Prosper	Aquitanus	*carmen de prouidentia	Q454652
annotation_task_hostis_Annie_metadata.xlsx	18	Lucanus		Pharsalia	Q188646
annotation_task_hostis_Annie_metadata.xlsx	19	Sidonius	Apollinaris	carmina	Q302936
annotation_task_hostis_Annie_metadata.xlsx	20	Prudentius		peristephanon	Q347250
annotation_task_hostis_Annie_metadata.xlsx	21	Corippus		Iohannis	Q266239
annotation_task_hostis_Annie_metadata.xlsx	22	[Anonymous]		Carmen in victoriam Pisanorum	None
annotation_task_hostis_Annie_metadata.xlsx	23	Paulinus	Nolanus	carmina	Q132473
annotation_task_hostis_Annie_metadata.xlsx	24	[Auctor	incertus]	Appendix Vergiliana	None
annotation_task_hostis_Annie_metadata.xlsx	25	Cicero	Marcus Tullius	In Catilinam	Q1541
annotation_task_hostis_Annie_metadata.xlsx	26	William	of Tyre	Historia rerum in partibus transmarinis gestarum	Q311822
annotation_task_hostis_Annie_metadata.xlsx	27	William	of Tyre	Historia rerum in partibus transmarinis gestarum	Q311822
annotation_task_hostis_Annie_metadata.xlsx	28	William	of Tyre	Historia rerum in partibus transmarinis gestarum	Q311822
annotation_task_hostis_Annie_metadata.xlsx	29	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	30	Iustinus Iunianus	Marcus	Epitome Historiarum Philippicarum Pompei Trogi	None
annotation_task_hostis_Annie_metadata.xlsx	31	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	32	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	33	Ammianus	Marcellinus	Rerum gestarum Libri	Q172198
annotation_task_hostis_Annie_metadata.xlsx	34	William	of Tyre	Historia rerum in partibus transmarinis gestarum	Q311822
annotation_task_hostis_Annie_metadata.xlsx	35	Gaufredo	Malaterra	De rebus gestis Rogerii Calabriae et Siciliae comitis et Roberti Guiscardi Ducis fratris eius	None
annotation_task_hostis_Annie_metadata.xlsx	36	William	of Tyre	Historia rerum in partibus transmarinis gestarum	Q311822
annotation_task_hostis_Annie_metadata.xlsx	37	Raoul	de Caen	Gesta Tancredi in expeditione Hierosolymitana	Q266447
annotation_task_hostis_Annie_metadata.xlsx	38	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	39	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	40	Otto	of Freising	Gesta Friderici Imperatoris	Q435942
annotation_task_hostis_Annie_metadata.xlsx	41	Severus	Sulpicius	Chronica	Q336704
annotation_task_hostis_Annie_metadata.xlsx	42	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	43	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	44	[Auctor	incertus]	De bello Africo	None
annotation_task_hostis_Annie_metadata.xlsx	45	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	46	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	47	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	48	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	49	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	50	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	51	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	52	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	53	Cicero	Marcus Tullius	De finibus bonorum et malorum	Q1541
annotation_task_hostis_Annie_metadata.xlsx	54	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	55	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	56	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	57	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	58	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	59	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_hostis_Annie_metadata.xlsx	60	Livius	Titus	Ab Urbe condita	Q2039
annotation_task_scriptura_DARIA_metadata.xlsx	1	Cassiodorus	Flavius Magnus Aurelius	Institutiones divinarum et saecularium litterarum	Q192365
annotation_task_scriptura_DARIA_metadata.xlsx	2	Abaelardus	Petrus	Sermones	Q4295
annotation_task_scriptura_DARIA_metadata.xlsx	3	Abaelardus	Petrus	Sermones	Q4295
annotation_task_scriptura_DARIA_metadata.xlsx	4	Abaelardus	Petrus	Problemata Heloissae cum Petri Abaelardi solutionibus	Q4295
annotation_task_scriptura_DARIA_metadata.xlsx	5	Abaelardus	Petrus	Problemata Heloissae cum Petri Abaelardi solutionibus	Q4295
annotation_task_scriptura_DARIA_metadata.xlsx	6	Abaelardus	Petrus	Problemata Heloissae cum Petri Abaelardi solutionibus	Q4295
annotation_task_scriptura_DARIA_metadata.xlsx	7	Alanus	de Insulis	Liber de planctu naturae	Q4313
annotation_task_scriptura_DARIA_metadata.xlsx	8	Dracontius		de laudibus dei	Q885446
annotation_task_scriptura_DARIA_metadata.xlsx	9	Foscolo	Ugo	Hypercalypseos liber singularis	None
annotation_task_scriptura_DARIA_metadata.xlsx	10	Richard	de Bury	Philobiblon	None
annotation_task_scriptura_DARIA_metadata.xlsx	11	Cassiodorus	Flavius Magnus Aurelius	Institutiones divinarum et saecularium litterarum	Q192365
annotation_task_scriptura_DARIA_metadata.xlsx	12	Justus	Lipsius	De recta pronuntiatione Latinae linguae dialogus	Q315871
annotation_task_scriptura_DARIA_metadata.xlsx	13	Beda	Venerabilis	Historiam ecclesiasticam gentis Anglorum	Q154938
annotation_task_scriptura_DARIA_metadata.xlsx	14	No	Author	Codex iuris canonici (1917)	None
annotation_task_scriptura_DARIA_metadata.xlsx	15	Iustinianus	Caesar Flavius (Imperator Iustinianus)	Codex	Q41866
annotation_task_scriptura_DARIA_metadata.xlsx	16	Ioannes	PP. XXII	Quum inter nonnullos	None
annotation_task_scriptura_DARIA_metadata.xlsx	17	Cassiodorus	Flavius Magnus Aurelius	Institutiones divinarum et saecularium litterarum	Q192365
annotation_task_scriptura_DARIA_metadata.xlsx	18	Tertullianus	Quintus Septimius Florens	De resurrectione carnis liber	Q174929
annotation_task_scriptura_DARIA_metadata.xlsx	19	Iustinianus	Caesar Flavius (Imperator Iustinianus)	Codex	Q41866
annotation_task_scriptura_DARIA_metadata.xlsx	20	Tertullianus	Quintus Septimius Florens	De oratione	Q174929
annotation_task_scriptura_DARIA_metadata.xlsx	21	Congregatio	de Cultu Divino et Disciplina Sacramentorum	Instructio Redemptionis Sacramentum	None
annotation_task_scriptura_DARIA_metadata.xlsx	22	William	of Conches	Philosophia mundi	Q615260
annotation_task_scriptura_DARIA_metadata.xlsx	23	Tertullianus	Quintus Septimius Florens	Ad nationes	Q174929
annotation_task_scriptura_DARIA_metadata.xlsx	24	Cassiodorus	Flavius Magnus Aurelius	Institutiones divinarum et saecularium litterarum	Q192365
annotation_task_scriptura_DARIA_metadata.xlsx	25	Abaelardus	Petrus	Theologia Scholarium	Q4295
annotation_task_scriptura_DARIA_metadata.xlsx	26	Beda	Venerabilis	Historiam ecclesiasticam gentis Anglorum	Q154938
annotation_task_scriptura_DARIA_metadata.xlsx	27	Tertullianus	Quintus Septimius Florens	De virginibus velandis	Q174929
annotation_task_scriptura_DARIA_metadata.xlsx	28	Ioannes	PP. XXII	Quum inter nonnullos	None
annotation_task_scriptura_DARIA_metadata.xlsx	29	Hugo	de Sancto Victore	Didascalicon	Q317554
annotation_task_scriptura_DARIA_metadata.xlsx	30	Hugo	de Sancto Victore	Didascalicon	Q317554
annotation_task_scriptura_DARIA_metadata.xlsx	31	Cicero	Marcus Tullius	De inventione	Q1541
